<<<<<<< Updated upstream
200.622 2 198.622
178.125 -8 186.125
-143.001 7 150.001
-42.292 -7 35.292
494.379 5 489.379
-334.191 -7 327.191
-49.6432 6 55.6432
4.99854 -3 7.99854
-18.4974 -1 17.4974
310.759 7 303.759
-76.8975 3 79.8975
195.872 -5 200.872
-311.488 4 315.488
-402.019 -7 395.019
7.87038 6 1.87038
73.9106 -1 74.9106
217.551 -5 222.551
341.914 -1 342.914
-161.071 4 165.071
-328.214 7 335.214
209.077 -8 217.077
410.682 5 405.682
337.929 -5 342.929
-59.1446 -4 55.1446
133.608 2 131.608
-9.22966 -1 8.22966
-153.662 -4 149.662
344.806 2 342.806

148.714 3 145.714
-344.561 -6 338.561
294.647 4 290.647
-135.267 -5 130.267
152.588 4 148.588
-125.102 -4 121.102
262.974 -4 266.974
216.798 6 210.798
-113.415 6 119.415
-231.607 -3 228.607
404.672 -4 408.672
17.2695 -4 21.2695
-85.3224 -1 84.3224
-83.0205 5 88.0205
-330.32 -1 329.32
-375.974 -3 372.974
-342.395 4 346.395
-340.29 2 342.29
46.4434 3 43.4434
223.799 3 220.799
8.76084 3 5.76084
-39.7899 3 42.7899
-12.5847 -5 7.58465
-41.3684 -3 38.3684
52.7541 6 46.7541
29.5256 -1 30.5256
-0.372765 -8 7.62724
-244.039 1 245.039
-121.554 -8 113.554
-296.59 -8 288.59
114.575 -3 117.575
51.7117 -2 53.7117
-27.9526 -1 26.9526
-98.1267 3 101.127
-76.5299 2 78.5299
-55.6575 -3 52.6575
-310.395 7 317.395
37.2645 -1 38.2645
-261.808 0 261.808
53.3693 -3 56.3693
-450.251 -2 448.251
320.257 -2 322.257
-140.855 -6 134.855
63.6586 5 58.6586
-217.792 2 219.792
190.345 -2 192.345
-227.96 0 227.96
-145.085 5 150.085
-430.235 1 431.235
69.0459 -2 71.0459
-31.1491 0 31.1491
34.8879 -5 39.8879
116.999 1 115.999
-172.901 -2 170.901
67.8311 3 64.8311
-373.453 -3 370.453
-86.3648 4 90.3648
-358.535 -5 353.535
-305.981 1 306.981
5.66105 2 3.66105
245.354 2 243.354
360.678 6 354.678
-227.754 3 230.754
-352.028 0 352.028

170.886 -5 175.886
-70.672 -8 62.672
-146.091 0 146.091
-271.309 1 272.309
452.842 -1 453.842
-330.482 -3 327.482
19.7579 5 14.7579
61.6777 -5 66.6777
361.065 2 359.065
-184.788 -4 180.788
87.1456 4 83.1456
-232.829 -5 227.829
-61.3074 4 65.3074
52.5325 -1 53.5325
414.994 4 410.994
-195.414 -3 192.414
137.278 -2 139.278
-276.765 -4 272.765
420.128 -2 422.128
-218.087 -1 217.087
-168.316 7 175.316
256.209 6 250.209
-383.454 -1 382.454
313.709 -1 314.709
184.747 6 178.747
19.0701 4 15.0701
393.732 7 386.732
-319.575 -8 311.575
93.9803 3 90.9803
-570.655 3 573.655
-265.783 -8 257.783
-384.294 -4 380.294
-12.7371 5 17.7371
-371.806 -6 365.806
485.634 -1 486.634
-100.475 3 103.475
-47.9506 -8 39.9506
-342.952 1 343.952
161.254 1 160.254
164.949 -7 171.949
-340.93 -5 335.93
453.554 -5 458.554
81.7839 -2 83.7839
-268.073 5 273.073
-144.664 -7 137.664
-212.051 7 219.051
135.965 -5 140.965
132.857 -1 133.857
-429.977 -8 421.977
-375.877 0 375.877
193.8 -5 198.8
-49.5069 4 53.5069
284.905 7 277.905
-60.3249 -4 56.3249
-186.185 7 193.185
-27.6709 -4 23.6709
-41.767 -7 34.767
-213.446 2 215.446
-406.348 -8 398.348
-15.0212 -8 7.02121
-69.4055 3 72.4055
75.067 -5 80.067
-62.2738 -8 54.2738
-1.08505 -8 6.91495

302.207 -4 306.207
493.953 -3 496.953
-325.681 2 327.681
-7.68746 -4 3.68746
102.453 -7 109.453
-256.803 0 256.803
166.368 1 165.368
223.819 5 218.819
-148.675 -4 144.675
23.0514 -6 29.0514
402.827 -8 410.827
-100.867 -6 94.867
339.653 -8 347.653
354.452 -5 359.452
556.225 2 554.225
651.829 -6 657.829
17.4863 -6 23.4863
173.206 -3 176.206
-228.289 3 231.289
-15.4941 5 20.4941
-93.7799 -6 87.7799
-48.353 -5 43.353
-294.19 -3 291.19
230.78 -6 236.78
-413.087 -1 412.087
73.7908 -5 78.7908
54.8409 -1 55.8409
61.3072 -4 65.3072
103.775 6 97.7752
-69.9639 2 71.9639
-142.784 -5 137.784
146.212 4 142.212
555.708 4 551.708
89.4749 6 83.4749
-133.277 -4 129.277
-315 3 318
56.6926 1 55.6926
262.901 -4 266.901
142.477 -7 149.477
-10.1618 -7 3.16183
-187.584 1 188.584
-222.492 -5 217.492
285.696 -1 286.696
-2.57765 -4 1.42235
314.049 -5 319.049
122.88 5 117.88
586.161 6 580.161
102.7 -8 110.7
-125.933 -4 121.933
47.6142 3 44.6142
278.428 7 271.428
-315.076 5 320.076
-13.9861 -7 6.98609
28.8857 -6 34.8857
-278.633 -4 274.633
21.2216 4 17.2216
71.6305 -4 75.6305
392.697 4 388.697
-190.077 1 191.077
297.13 3 294.13
-430.131 -1 429.131
-394.738 5 399.738
68.2966 -5 73.2966
287.728 0 287.728

132.546 1 131.546
-67.3612 -8 59.3612
-81.4693 5 86.4693
268.857 3 265.857
166.479 -4 170.479
494.742 -3 497.742
81.8527 2 79.8527
-129.139 -6 123.139
-419.575 4 423.575
193.414 -3 196.414
69.8341 5 64.8341
-223.757 4 227.757
150.349 -8 158.349
169.326 1 168.326
306.868 1 305.868
-52.6671 2 54.6671
-407.11 -6 401.11
228.748 1 227.748
221.239 -8 229.239
314.511 -1 315.511
-320.17 -5 315.17
39.7686 -2 41.7686
-271.496 7 278.496
-289.667 -1 288.667
-285.593 -5 280.593
-63.4512 -7 56.4512
-31.6296 -3 28.6296
-257.5 5 262.5
192.554 4 188.554
273.077 -7 280.077
-467.801 -8 459.801
236.339 -1 237.339
-83.9958 6 89.9958
420.52 -6 426.52
-401.617 -4 397.617
-298.567 -3 295.567
-113.736 7 120.736
304.219 -3 307.219
-23.0665 7 30.0665
52.9973 2 50.9973
-389.231 -4 385.231
84.7968 2 82.7968
-129.946 0 129.946
314.042 -8 322.042
278.857 3 275.857
-30.9428 -6 24.9428
-226.845 -3 223.845
252.066 -6 258.066
-30.3311 1 31.3311
112.02 1 111.02
-61.5842 -4 57.5842
70.8863 -8 78.8863
-76.2946 2 78.2946
30.9235 7 23.9235
-203.608 0 203.608
-409.925 6 415.925
-280.42 -4 276.42
58.035 -3 61.035
-37.6028 -5 32.6028
-469.214 1 470.214
-226.109 -4 222.109
-21.6282 -7 14.6282
195.42 1 194.42
-228.545 2 230.545

-409.425 -6 403.425
-203.295 -8 195.295
114.281 7 107.281
-217.302 7 224.302
-340.193 -4 336.193
-420.859 -1 419.859
65.5256 -7 72.5256
120.75 -6 126.75
175.845 -2 177.845
-120.726 0 120.726
-270.098 6 276.098
279.464 1 278.464
496.029 0 496.029
-789.764 2 791.764
123.52 7 116.52
164.982 -4 168.982
188.378 -1 189.378
-11.8004 7 18.8004
237.993 -1 238.993
103.554 1 102.554
-71.9333 6 77.9333
-378.202 0 378.202
-20.7596 -6 14.7596
-123.303 6 129.303
35.3284 3 32.3284
119.18 -1 120.18
98.1151 0 98.1151
-4.02469 -1 3.02469
-47.8078 -3 44.8078
269.632 2 267.632
-147.012 -8 139.012
-60.6073 1 61.6073
203.279 2 201.279
-356.626 -8 348.626
11.3335 -1 12.3335
78.1948 -6 84.1948
467.076 3 464.076
236.701 -5 241.701
150.426 0 150.426
-237.152 6 243.152
-526.664 7 533.664
243.181 3 240.181
-167.693 7 174.693
-436.994 -7 429.994
405.075 -5 410.075
-87.2137 -8 79.2137
669.653 -8 677.653
-195.812 3 198.812
-187.772 -2 185.772
-194.641 -7 187.641
142.068 -7 149.068
-490.852 -2 488.852
89.258 -4 93.258
-126.306 0 126.306
158.363 -8 166.363
34.2857 5 29.2857
99.304 -5 104.304
245.713 3 242.713
-266.364 0 266.364
-571.38 -6 565.38
61.3823 -3 64.3823
317.829 0 317.829
-109.143 3 112.143
62.9733 -6 68.9733

-143.94 3 146.94
258.467 1 257.467
-141.441 3 144.441
-32.6626 0 32.6626
-24.7004 1 25.7004
172.004 -4 176.004
-888.928 -8 880.928
251.41 0 251.41
-426.533 -6 420.533
-13.6315 -3 10.6315
119.587 -5 124.587
-394.668 5 399.668
-148.723 4 152.723
395.168 6 389.168
-67.324 1 68.324
-21.816 -5 16.816
-47.0639 -5 42.0639
-221.844 -8 213.844
-237.742 -5 232.742
74.6667 6 68.6667
-276.167 -1 275.167
-324.024 7 331.024
-101.124 -1 100.124
531.144 -7 538.144
758.598 -3 761.598
-662.221 -6 656.221
187.688 -2 189.688
-349.498 -1 348.498
299.078 -8 307.078
137.42 -7 144.42
-100.506 -1 99.5061
-27.5974 6 33.5974
54.4935 -8 62.4935
126.142 -2 128.142
154.573 6 148.573
-172.634 5 177.634
-497.692 -1 496.692
110.463 6 104.463
124.861 -1 125.861
-161.078 -4 157.078
255.136 -3 258.136
75.0463 3 72.0463
300.679 -1 301.679
380.312 -2 382.312
-233.905 5 238.905
336.946 3 333.946
100.286 3 97.2863
316.619 6 310.619
396.844 0 396.844
-58.0081 -7 51.0081
-588.528 0 588.528
612.958 -4 616.958
-340.38 1 341.38
-173.609 -6 167.609
-242.053 -8 234.053
-107.667 -5 102.667
-43.9601 -1 42.9601
-145.326 5 150.326
-7.99415 -8 0.00584793
-470.755 3 473.755
-201.203 -8 193.203
-301.202 -6 295.202
274.724 -6 280.724
-366.238 -5 361.238

-275.165 3 278.165
-197.832 -3 194.832
-61.775 -2 59.775
39.0796 1 38.0796
-492.319 -6 486.319
115.673 -6 121.673
89.2298 -4 93.2298
-331.168 -4 327.168
-31.2524 3 34.2524
26.0162 -2 28.0162
-94.8861 5 99.8861
57.5492 -6 63.5492
-169.333 7 176.333
-507.522 3 510.522
-209.657 -7 202.657
-151.335 2 153.335
-532.991 1 533.991
220.672 -3 223.672
-463.201 1 464.201
86.916 2 84.916
-104.614 -3 101.614
-643.624 -4 639.624
-85.1005 -3 82.1005
-71.2813 0 71.2813
298.648 6 292.648
139.792 4 135.792
-309.182 0 309.182
62.955 0 62.955
53.2941 -7 60.2941
73.6343 0 73.6343
402.511 -1 403.511
263.164 3 260.164
-353.724 7 360.724
-7.46992 -8 0.530077
122.861 6 116.861
372.922 -4 376.922
310.638 -6 316.638
43.8987 6 37.8987
50.4204 5 45.4204
-177.247 -8 169.247
226.492 4 222.492
-461.627 -5 456.627
-497.218 0 497.218
-201.135 1 202.135
139.972 -3 142.972
-369.482 -5 364.482
58.0305 1 57.0305
215.165 2 213.165
-10.8838 -5 5.88384
-151.676 6 157.676
-239.01 6 245.01
-236.882 -1 235.882
175.551 -7 182.551
-117.951 5 122.951
476.821 6 470.821
198.296 -2 200.296
128.047 -3 131.047
-493.685 -7 486.685
473.503 -3 476.503
-169.791 1 170.791
-7.90089 -3 4.90089
-15.6512 -2 13.6512
-38.5943 2 40.5943
-226.949 -3 223.949

-345.099 -3 342.099
-108.577 6 114.577
-607.237 -8 599.237
11.8075 3 8.80748
86.1852 4 82.1852
265.746 -2 267.746
34.8534 0 34.8534
411.074 -8 419.074
-106.431 6 112.431
-410.453 -4 406.453
193.56 -8 201.56
-56.1176 -3 53.1176
303.383 -7 310.383
260.468 -4 264.468
297.281 7 290.281
175.54 -8 183.54
22.4682 5 17.4682
-67.5352 -1 66.5352
426.857 4 422.857
-49.3449 0 49.3449
117.09 -7 124.09
-1.34175 6 7.34175
351.511 -1 352.511
244.22 1 243.22
337.579 -5 342.579
-52.07 7 59.07
-56.5858 -8 48.5858
204.311 7 197.311
-130.895 2 132.895
492.945 2 490.945
-199.466 -4 195.466
-142 -7 135
124.781 1 123.781
182.541 -4 186.541
188.042 5 183.042
-36.2663 0 36.2663
-435.798 3 438.798
561.96 -2 563.96
108.911 -6 114.911
-82.1651 -5 77.1651
-58.0532 2 60.0532
291.756 -2 293.756
-153.157 -5 148.157
20.4481 6 14.4481
-288.775 4 292.775
-20.3494 -6 14.3494
-69.882 -3 66.882
-165.349 -6 159.349
-173.477 -7 166.477
-124.686 1 125.686
-226.053 -4 222.053
248.476 -5 253.476
-75.7288 -2 73.7288
61.9405 -6 67.9405
-461.754 -2 459.754
-353.217 -6 347.217
-136.415 0 136.415
319.307 5 314.307
-193.398 -6 187.398
159.424 3 156.424
14.703 -7 21.703
-263.565 -3 260.565
112.355 0 112.355
-118.021 3 121.021

266.436 4 262.436
116.661 5 111.661
-397.928 -7 390.928
-20.6057 6 26.6057
272.597 2 270.597
500.851 -5 505.851
-51.0014 -4 47.0014
-644.356 -6 638.356
-288.518 -5 283.518
205.424 -2 207.424
-321.246 0 321.246
-17.2146 2 19.2146
-507.764 5 512.764
-200.414 -1 199.414
105.917 -5 110.917
-74.4743 4 78.4743
-81.4168 -7 74.4168
-41.7706 4 45.7706
223.855 -8 231.855
156.073 4 152.073
-166.144 1 167.144
267.743 -1 268.743
404.239 3 401.239
325.359 -8 333.359
377.248 -6 383.248
13.8421 -3 16.8421
73.8503 -2 75.8503
-80.0807 -6 74.0807
-149.761 -4 145.761
136.381 -5 141.381
28.2256 5 23.2256
-183.797 0 183.797
394.615 -2 396.615
-153.444 -5 148.444
197.571 3 194.571
-366.716 -4 362.716
23.3329 5 18.3329
72.312 -8 80.312
-336.603 2 338.603
-69.2542 -6 63.2542
209.977 3 206.977
59.528 3 56.528
613.009 -4 617.009
71.8928 4 67.8928
383.992 2 381.992
-304.801 -1 303.801
-129.066 2 131.066
22.3432 2 20.3432
-123.011 3 126.011
155.398 4 151.398
-67.7871 -1 66.7871
-76.9796 4 80.9796
50.9241 -6 56.9241
38.9816 5 33.9816
-368.543 0 368.543
-554.422 -4 550.422
-113.106 -1 112.106
-26.9865 4 30.9865
157.39 -4 161.39
-465.798 -8 457.798
498.914 3 495.914
-208.375 7 215.375
312.318 4 308.318
-667.028 -7 660.028

-247.645 -4 243.645
496.526 -7 503.526
-129.619 -5 124.619
-77.7455 4 81.7455
508.749 -2 510.749
473.141 4 469.141
207.327 5 202.327
-374.923 -1 373.923
-284.627 3 287.627
-181.862 3 184.862
-244.485 -4 240.485
12.2269 -7 19.2269
444.414 -7 451.414
-229.063 4 233.063
153.853 -2 155.853
100.835 -3 103.835
189.565 5 184.565
-427.931 6 433.931
60.8883 -1 61.8883
155.522 -5 160.522
523.513 4 519.513
684.427 0 684.427
-69.7372 3 72.7372
-128.342 6 134.342
13.4499 7 6.44991
-550.895 6 556.895
-328.049 5 333.049
182.591 -4 186.591
103.959 0 103.959
130.375 -1 131.375
-158.8 3 161.8
307.963 7 300.963
-191.436 -7 184.436
27.1624 3 24.1624
-178.932 1 179.932
-502.488 -1 501.488
188.253 7 181.253
121.052 -8 129.052
-147.413 -1 146.413
-306.445 3 309.445
-235.427 -7 228.427
429.468 1 428.468
-124.251 3 127.251
204.252 -7 211.252
-243.133 -5 238.133
-29.9139 4 33.9139
192.35 4 188.35
-22.1314 2 24.1314
-99.0233 -7 92.0233
-34.7465 0 34.7465
162.782 -4 166.782
-127.257 -5 122.257
-675.857 2 677.857
156.787 6 150.787
-83.0376 1 84.0376
69.1442 0 69.1442
55.7254 -6 61.7254
-39.8612 -1 38.8612
-382.936 -3 379.936
-264.138 1 265.138
-172.126 6 178.126
-248.64 1 249.64
248.199 -7 255.199
-516.128 -2 514.128

190.496 -1 191.496
-797.273 5 802.273
450.493 -8 458.493
219.873 1 218.873
298.339 1 297.339
215.348 3 212.348
97.1833 -7 104.183
-18.74 0 18.74
212.422 -6 218.422
515.489 -1 516.489
-70.239 -3 67.239
507.313 1 506.313
-108.672 7 115.672
320.948 5 315.948
-112.871 -4 108.871
-40.574 -3 37.574
116.921 -6 122.921
-373.406 -1 372.406
318.209 -2 320.209
-89.7205 -7 82.7205
-81.5536 2 83.5536
-272.898 4 276.898
200.951 5 195.951
-213.993 -3 210.993
-106.561 4 110.561
-117.616 1 118.616
153.304 -1 154.304
-46.1839 -5 41.1839
354.201 6 348.201
-167.413 -3 164.413
-301.418 1 302.418
71.0069 4 67.0069
-83.3721 2 85.3721
155.959 -8 163.959
19.7019 -1 20.7019
-48.924 -1 47.924
-112.695 6 118.695
17.4992 -7 24.4992
-49.1026 1 50.1026
106.486 -2 108.486
-657.122 -5 652.122
96.5595 -4 100.559
-7.46063 0 7.46063
-147.164 7 154.164
347.213 -4 351.213
52.5922 -5 57.5922
205.68 -1 206.68
-118.596 4 122.596
-382.718 1 383.718
-123.826 -7 116.826
821.98 -3 824.98
-303.847 -7 296.847
-322.798 -7 315.798
-48.9678 -4 44.9678
33.9787 1 32.9787
452.382 -6 458.382
207.887 -2 209.887
-287.687 -2 285.687
-135.131 -5 130.131
-84.1572 6 90.1572
-291.18 -3 288.18
-42.8837 0 42.8837
-107.022 -1 106.022
14.3914 1 13.3914

207.398
1.1208
=======
-268.147 122 390
56.2166 149 92
235.009 138 97
-151.861 14 165
-285.822 -335 49
-25.5615 10 35
-62.1665 333 395
537.812 132 405
-105.408 156 261
-521.711 -446 75
-41.2953 -29 12
-339.367 -167 172
293.761 79 214
373.451 191 182
-161.838 -204 42
-97.3624 -135 37
-155.417 211 366
168.466 -101 269
-68.1438 -231 162
-183.698 -130 53
33.5997 -69 102
26.2805 217 190
36.6357 81 44
-202.428 368 570
-22.4892 187 209
-496.836 -183 313
-65.0164 197 262
-227.085 138 365
-70.0367 -204 133
4.67419 -39 43
-156.946 71 227
-164.753 -267 102
-181.482 178 359
116.819 -101 217
178.601 222 43
59.801 113 53
-162.47 -191 28
85.0731 172 86
-61.3281 -107 45
-72.6036 -204 131
604.308 69 535
-91.9828 -327 235
301.456 -4 305
270.279 132 138
-136.12 -196 59
187.953 -220 407
310.631 71 239
-106.249 295 401
-164.844 23 187
473.535 4 469
149.34 118 31
-84.5337 92 176
386.693 403 16
-164.069 77 241
-503.441 66 569
-253.108 -117 136
-498.643 -272 226
190.687 -29 219
147.885 -104 251
87.5512 -346 433
-53.3774 -104 50
308.98 119 189
-91.3424 -2 89
34.7561 37 2

222.634 244 21
138.394 122 16
37.242 -36 73
60.2479 67 6
502.092 82 420
185.423 -81 266
-269.917 -158 111
-68.8941 -129 60
-469.985 -432 37
230.266 384 153
-259.294 -192 67
-146.497 107 253
-703.19 -166 537
238.944 -5 243
234.478 -159 393
74.3055 -26 100
159.783 183 23
-91.5236 -72 19
-517.857 -232 285
228.259 93 135
135.236 208 72
4.04097 -406 410
239.749 -30 269
-136.555 -144 7
-8.12795 -295 286
300.167 32 268
48.4503 0 48
163.452 90 73
280.326 26 254
-294.564 28 322
-187.132 -195 7
469.49 249 220
207.742 339 131
-277.91 28 305
205.095 -123 328
-336.055 182 518
-149.752 106 255
-40.3443 -177 136
-496.592 -228 268
-135.083 -112 23
-472.763 -352 120
-76.2792 44 120
451.759 357 94
20.5734 49 28
445.285 377 68
148.972 -189 337
13.442 -135 148
418.191 142 276
106.912 52 54
-161.643 33 194
-117.675 -108 9
-9.66333 -243 233
-566.538 95 661
-26.8668 -54 27
-148.357 -221 72
-9.17881 -73 63
-93.8868 36 129
100.521 141 40
-106.859 102 208
143.024 -114 257
366.237 204 162
151.606 -94 245
-167.979 -155 12
127.199 125 2

35.0843 110 74
-260.192 -249 11
-476.487 -135 341
253.734 105 148
101.2 -12 113
-375.992 -17 358
131.159 248 116
47.3102 -180 227
207.296 204 3
-117.778 -45 72
-31.1785 -2 29
87.5735 17 70
299.652 431 131
185.37 39 146
-507.657 163 670
251.224 51 200
-203.828 23 226
343.775 28 315
149.906 194 44
-305.802 176 481
-26.6884 63 89
-16.9524 44 60
-105.207 -104 1
527.649 173 354
-152.176 282 434
358.186 504 145
668.552 69 599
205.538 120 85
127.617 30 97
174.333 262 87
151.387 84 67
262.344 269 6
-246.51 -150 96
63.0082 124 60
454.397 211 243
2.50465 -9 11
12.3003 -121 133
-114.632 -59 55
286.64 -126 412
-37.3042 49 86
409.71 69 340
342.062 32 310
27.5112 97 69
-218.966 -142 76
67.5285 -119 186
-37.7967 -126 88
-295.34 14 309
-283.027 -193 90
99.5059 -136 235
542.207 243 299
-16.5461 120 136
-306.46 -160 146
385.489 272 113
0.853352 -90 90
-80.8244 -129 48
-149.708 184 333
-419.803 -43 376
187.686 383 195
105.482 -6 111
63.4559 471 407
72.2474 39 33
-174.239 -38 136
115.927 111 4
-269.858 -116 153

-86.9801 44 130
-192.951 -207 14
-2.88158 -155 152
-149.002 -383 233
-39.1659 -134 94
-174.755 -137 37
239.093 309 69
440.637 52 388
280.392 51 229
98.1325 85 13
258.712 213 45
261.064 -42 303
570.187 294 276
-342.495 74 416
-382.433 26 408
403.455 -34 437
-174.317 47 221
356.903 -129 485
325.863 137 188
-245.325 38 283
66.9525 -83 149
-190.968 -73 117
-99.6837 50 149
-245.697 103 348
318.451 260 58
518.259 164 354
-332.354 -110 222
144.617 102 42
104.646 -234 338
-38.5613 199 237
-480.687 -47 433
13.3629 240 226
327.849 -102 429
103.161 79 24
15.6009 -84 99
37.1747 155 117
143.665 -23 166
167.063 -75 242
220.142 59 161
-92.1808 106 198
-64.3894 308 372
334.586 94 240
41.6247 74 32
-560.583 -95 465
370.503 299 71
-438.001 -374 64
-7.20913 -303 295
-140.454 -94 46
91.2159 21 70
-80.7621 207 287
90.4651 6 84
406.431 139 267
70.0334 27 43
404.604 172 232
161.019 68 93
-3.2773 -68 64
11.2089 -24 35
15.5999 328 312
462.396 227 235
-145.19 -442 296
408.857 94 314
-288.188 -201 87
54.0951 -140 194
-339.46 -84 255

-94.711 354 448
-0.337112 132 132
-125.527 -12 113
429.847 265 164
-303.772 -259 44
-169.698 -176 6
157.645 -154 311
-355.1 -163 192
404.904 426 21
114.024 -159 273
-20.6902 -136 115
-90.6467 254 344
-316.841 185 501
247.379 233 14
-198.389 -197 1
657.378 476 181
-416.724 -38 378
187.314 74 113
-352.383 -215 137
-138.076 -205 66
-142.896 -170 27
-440.369 -206 234
-205.075 -11 194
-292.188 -194 98
-300.357 -80 220
-465.274 -22 443
46.6059 377 330
109.247 15 94
375.213 145 230
126.588 -221 347
-497.989 152 649
145.453 -128 273
-84.8074 161 245
-314.165 138 452
133.526 -196 329
-7.18034 -163 155
114.436 244 129
-39.0656 83 122
-154.626 231 385
-224.382 103 327
-13.2239 45 58
275.551 201 74
-194.061 -274 79
92.6509 -174 266
50.8517 183 132
-501.54 -171 330
55.8251 217 161
-34.3948 -250 215
58.4803 168 109
6.53589 -14 20
-221.811 -106 115
120.109 -81 201
-266.392 365 631
-11.1781 -73 61
269.249 269 0
-134.109 146 280
388.855 211 177
163.828 -109 272
584.255 203 381
-126.603 -294 167
514.987 -63 577
-353.2 -164 189
-318.169 31 349
-205.535 -123 82

574 357 216
-602.498 -433 169
294.946 195 99
313.055 386 72
-34.6039 201 235
-346.011 -296 50
88.261 -244 332
-103.035 -255 151
-181.948 -9 172
-84.8872 -286 201
358.847 205 153
265.554 493 227
144.005 -258 402
444.408 -21 465
-413.383 -48 365
-147.991 -337 189
278.664 142 136
360.529 34 326
-94.1453 -168 73
-516.601 -177 339
270.712 -8 278
154.715 -86 240
-231.396 250 481
-164.495 36 200
272.089 -219 491
-15.1592 -255 239
38.9419 -77 115
70.2015 64 6
16.8673 -217 233
34.6023 -3 37
173.281 477 303
21.2706 329 307
-463.371 -153 310
88.7407 226 137
41.4447 -22 63
-93.7064 -79 14
62.8295 287 224
95.0832 68 27
-1.61475 -20 18
31.3313 -111 142
148.156 -51 199
399.087 91 308
-150.107 216 366
545.756 388 157
-239.689 358 597
649.662 139 510
-353.941 -226 127
-138.517 -187 48
-114.909 -93 21
-16.0096 -27 10
621.645 192 429
-128.652 212 340
349.044 35 314
328.533 134 194
-94.445 238 332
-140.263 281 421
403.401 254 149
155.035 229 73
36.3505 -343 379
133.729 65 68
83.7909 -172 255
193.019 330 136
175.069 -53 228
62.9762 -210 272

36.805 -71 107
146.023 261 114
-22.9655 210 232
-101.584 -18 83
217.986 162 55
-43.6144 -76 32
266.922 -96 362
-73.8053 -139 65
-84.3398 -541 456
-230.957 -197 33
285.284 208 77
240.6 212 28
270.881 162 108
266.966 -50 316
217.744 -103 320
87.2328 -215 302
-204.213 -39 165
305.089 321 15
-525.239 93 618
-409.996 -30 379
119.853 68 51
153.384 113 40
428.468 -139 567
-129.343 -481 351
-151.512 221 372
-87.9877 89 176
-6.18893 44 50
-103.968 -194 90
42.594 30 12
-446.765 -304 142
-440.398 -191 249
241.027 -107 348
101.648 -148 249
229.639 316 86
-361.266 -78 283
-171.271 -403 231
177.438 -39 216
-184.742 -183 1
-218.093 -14 204
-430.48 -228 202
12.1425 -195 207
308.884 70 238
431.324 103 328
359.893 246 113
155.106 154 1
61.6607 79 17
-241.094 -107 134
305.848 -107 412
-137.683 -240 102
127.071 112 15
-217.037 -257 39
121.062 102 19
-35.1767 242 277
44.0701 -214 258
183.144 9 174
246.677 78 168
-179.098 -114 65
-503.853 -116 387
-147.332 -218 70
-468.848 -218 250
-169.341 56 225
-460.177 -146 314
-150.802 -196 45
159.786 244 84

173.46 -50 223
42.0758 -243 285
873.456 289 584
317.33 218 99
-25.6976 -96 70
-81.0071 -27 54
82.4279 -8 90
-335.442 319 654
294.481 257 37
253.715 254 0
-346.724 -17 329
459.333 246 213
-506.485 -10 496
494.624 233 261
93.4355 -116 209
265.446 -24 289
119.497 -243 362
82.9552 165 82
-155.145 -225 69
-217.905 45 262
-441.357 51 492
368.894 -14 382
426.268 -149 575
-325.628 -86 239
-153.293 -158 4
-259.183 120 379
-0.185879 259 259
-4.45603 281 285
30.6859 23 7
180.924 59 121
-125.674 -56 69
-611.952 -276 335
1.29842 -267 268
-752.27 -1 751
39.4355 -53 92
-21.6488 -117 95
-339.809 -177 162
-57.2592 -15 42
-427.441 37 464
-471.808 -214 257
283.763 27 256
-373.907 -167 206
92.3609 -64 156
1.59107 -165 166
235.057 528 292
-325.563 30 355
593.96 -60 653
480.797 -170 650
170.723 -143 313
19.2988 71 51
128.222 -63 191
-11.6298 -155 143
50.2976 219 168
-252.453 -160 92
226.833 258 31
-89.9842 -50 39
185.044 152 33
305.509 75 230
-439.575 43 482
-2.43973 -116 113
-245.088 -147 98
634.147 354 280
-15.7783 190 205
250.669 134 116

214.637 -83 297
-131.392 -72 59
-239.915 -119 120
-160.521 28 188
-163.459 -92 71
-129.356 -146 16
-503.243 -139 364
142.544 141 1
-20.9846 -43 22
230.18 -11 241
-238.762 -569 330
-375.93 101 476
260.39 -157 417
111.407 348 236
-10.4199 163 173
-104.322 165 269
511.538 262 249
-65.2583 -297 231
-214.244 210 424
-151.581 -77 74
-412.217 130 542
361.039 50 311
-115.616 124 239
428.78 6 422
-246.675 -214 32
364.945 52 312
-255.913 -34 221
255.628 209 46
183.766 -163 346
223.099 -55 278
609.011 -16 625
5.83655 242 236
-119.815 -13 106
-159.776 -131 28
-111.72 149 260
241.53 275 33
22.8007 -296 318
-172.04 -146 26
24.4268 63 38
-153.964 -155 1
147.481 -160 307
342.786 243 99
-180.695 -88 92
161.934 77 84
192.042 112 80
-140.73 -143 2
87.4848 345 257
-117.041 -85 32
-164.997 99 263
169.118 170 0
-219.222 40 259
236.784 117 119
122.227 29 93
-57.8202 42 99
-362.511 -259 103
-173.15 -65 108
231.281 -13 244
228.561 -140 368
-111.962 -41 70
259.093 243 16
899.301 173 726
-419.02 -433 13
-339.881 -250 89
-64.9368 -38 26

757.214 160 597
-17.8955 -200 182
-151.526 -129 22
-237.01 -81 156
-159.05 -92 67
-237.098 37 274
-326.048 -221 105
442.827 432 10
262.489 -208 470
-218.686 -104 114
15.2873 13 2
-150.097 -73 77
-201.867 -215 13
